cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.005
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.01
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.02
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.03
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.04
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.05
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.06
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.07
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.08
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.09
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.1
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
cluster_tolerance_:  0.2
 
