0.005	0.05	178
0.005	0.1	80
0.005	0.15	79
0.005	0.2	75
0.005	0.25	65
0.005	0.3	64
0.005	0.35	55
0.005	0.4	53
0.005	0.45	51
0.005	0.5	50
0.005	0.6	44
0.005	0.7	44
0.005	0.8	44
0.005	0.9	42
0.005	1	42



0.01	0.05	85
0.01	0.1	67
0.01	0.15	54
0.01	0.2	47
0.01	0.25	41
0.01	0.3	35
0.01	0.35	33
0.01	0.4	26
0.01	0.45	23
0.01	0.5	23
0.01	0.6	22
0.01	0.7	18
0.01	0.8	16
0.01	0.9	16
0.01	1	15



0.02	0.05	63
0.02	0.1	41
0.02	0.15	32
0.02	0.2	27
0.02	0.25	21
0.02	0.3	18
0.02	0.35	17
0.02	0.4	15
0.02	0.45	13
0.02	0.5	13
0.02	0.6	12
0.02	0.7	11
0.02	0.8	11
0.02	0.9	11
0.02	1	10



0.03	0.05	44
0.03	0.1	27
0.03	0.15	24
0.03	0.2	19
0.03	0.25	14
0.03	0.3	14
0.03	0.35	13
0.03	0.4	11
0.03	0.45	11
0.03	0.5	11
0.03	0.6	10
0.03	0.7	9
0.03	0.8	9
0.03	0.9	8
0.03	1	7



0.04	0.05	37
0.04	0.1	24
0.04	0.15	19
0.04	0.2	15
0.04	0.25	14
0.04	0.3	14
0.04	0.35	13
0.04	0.4	11
0.04	0.45	11
0.04	0.5	11
0.04	0.6	8
0.04	0.7	8
0.04	0.8	8
0.04	0.9	6
0.04	1	4



0.05	0.05	33
0.05	0.1	22
0.05	0.15	19
0.05	0.2	14
0.05	0.25	15
0.05	0.3	15
0.05	0.35	13
0.05	0.4	10
0.05	0.45	10
0.05	0.5	10
0.05	0.6	8
0.05	0.7	8
0.05	0.8	7
0.05	0.9	6
0.05	1	4



0.06	0.05	30
0.06	0.1	22
0.06	0.15	18
0.06	0.2	14
0.06	0.25	14
0.06	0.3	14
0.06	0.35	12
0.06	0.4	10
0.06	0.45	10
0.06	0.5	10
0.06	0.6	8
0.06	0.7	8
0.06	0.8	7
0.06	0.9	6
0.06	1	4



0.07	0.05	27
0.07	0.1	18
0.07	0.15	15
0.07	0.2	12
0.07	0.25	12
0.07	0.3	12
0.07	0.35	10
0.07	0.4	8
0.07	0.45	8
0.07	0.5	8
0.07	0.6	7
0.07	0.7	5
0.07	0.8	5
0.07	0.9	4
0.07	1	3



0.08	0.05	27
0.08	0.1	18
0.08	0.15	15
0.08	0.2	12
0.08	0.25	12
0.08	0.3	12
0.08	0.35	10
0.08	0.4	8
0.08	0.45	8
0.08	0.5	8
0.08	0.6	6
0.08	0.7	5
0.08	0.8	5
0.08	0.9	4
0.08	1	3



0.09	0.05	27
0.09	0.1	17
0.09	0.15	15
0.09	0.2	12
0.09	0.25	11
0.09	0.3	11
0.09	0.35	9
0.09	0.4	7
0.09	0.45	7
0.09	0.5	6
0.09	0.6	5
0.09	0.7	4
0.09	0.8	4
0.09	0.9	3
0.09	1	3



0.1	0.05	27
0.1	0.1	17
0.1	0.15	15
0.1	0.2	12
0.1	0.25	11
0.1	0.3	11
0.1	0.35	9
0.1	0.4	7
0.1	0.45	7
0.1	0.5	6
0.1	0.6	5
0.1	0.7	4
0.1	0.8	4
0.1	0.9	3
0.1	1	3
