0.005	0.1	30
0.005	0.2	24
0.005	0.3	25
0.005	0.4	25
0.005	0.5	24
0.005	0.6	25
0.005	0.7	27
0.005	0.8	24
0.005	0.9	22
0.005	1	23


0.01	0.1	26
0.01	0.2	25
0.01	0.3	24
0.01	0.4	20
0.01	0.5	20
0.01	0.6	20
0.01	0.7	19
0.01	0.8	16
0.01	0.9	16
0.01	1	15


0.02	0.1	22
0.02	0.2	15
0.02	0.3	13
0.02	0.4	13
0.02	0.5	11
0.02	0.6	9
0.02	0.7	9
0.02	0.8	6
0.02	0.9	5
0.02	1	4


0.03	0.1	18
0.03	0.2	12
0.03	0.3	10
0.03	0.4	10
0.03	0.5	9
0.03	0.6	8
0.03	0.7	5
0.03	0.8	3
0.03	0.9	1
0.03	1	2


0.04	0.1	13
0.04	0.2	10
0.04	0.3	8
0.04	0.4	7
0.04	0.5	7
0.04	0.6	4
0.04	0.7	3
0.04	0.8	2
0.04	0.9	2
0.04	1	2


0.05	0.1	13
0.05	0.2	10
0.05	0.3	7
0.05	0.4	6
0.05	0.5	3
0.05	0.6	2
0.05	0.7	2
0.05	0.8	2
0.05	0.9	2
0.05	1	2


0.06	0.1	12
0.06	0.2	9
0.06	0.3	6
0.06	0.4	4
0.06	0.5	3
0.06	0.6	2
0.06	0.7	2
0.06	0.8	2
0.06	0.9	2
0.06	1	2


0.07	0.1	11
0.07	0.2	6
0.07	0.3	3
0.07	0.4	2
0.07	0.5	1
0.07	0.6	1
0.07	0.7	1
0.07	0.8	1
0.07	0.9	1
0.07	1	1


0.08	0.1	11
0.08	0.2	5
0.08	0.3	3
0.08	0.4	2
0.08	0.5	1
0.08	0.6	1
0.08	0.7	1
0.08	0.8	1
0.08	0.9	1
0.08	1	1


0.09	0.1	10
0.09	0.2	4
0.09	0.3	2
0.09	0.4	2
0.09	0.5	1
0.09	0.6	1
0.09	0.7	1
0.09	0.8	1
0.09	0.9	1
0.09	1	1


0.1	0.1	10
0.1	0.2	4
0.1	0.3	2
0.1	0.4	2
0.1	0.5	1
0.1	0.6	1
0.1	0.7	1
0.1	0.8	1
0.1	0.9	1
0.1	1	1


0.2	0.1	3
0.2	0.2	2
0.2	0.3	1
0.2	0.4	1
0.2	0.5	1
0.2	0.6	1
0.2	0.7	1
0.2	0.8	1
0.2	0.9	1
0.2	1	1
