0.005	0.1	108
0.005	0.2	112
0.005	0.3	111
0.005	0.4	103
0.005	0.5	103
0.005	0.6	101
0.005	0.7	101
0.005	0.8	99
0.005	0.9	99
0.005	1	101


0.01	0.1	104
0.01	0.2	60
0.01	0.3	36
0.01	0.4	27
0.01	0.5	24
0.01	0.6	24
0.01	0.7	24
0.01	0.8	23
0.01	0.9	22
0.01	1	22


0.02	0.1	64
0.02	0.2	21
0.02	0.3	18
0.02	0.4	17
0.02	0.5	15
0.02	0.6	13
0.02	0.7	12
0.02	0.8	12
0.02	0.9	12
0.02	1	12


0.03	0.1	20
0.03	0.2	15
0.03	0.3	15
0.03	0.4	13
0.03	0.5	12
0.03	0.6	10
0.03	0.7	9
0.03	0.8	9
0.03	0.9	9
0.03	1	9


0.04	0.1	18
0.04	0.2	17
0.04	0.3	15
0.04	0.4	15
0.04	0.5	13
0.04	0.6	9
0.04	0.7	9
0.04	0.8	8
0.04	0.9	8
0.04	1	8


0.05	0.1	17
0.05	0.2	15
0.05	0.3	12
0.05	0.4	12
0.05	0.5	10
0.05	0.6	8
0.05	0.7	8
0.05	0.8	8
0.05	0.9	8
0.05	1	8


0.06	0.1	14
0.06	0.2	12
0.06	0.3	11
0.06	0.4	11
0.06	0.5	9
0.06	0.6	7
0.06	0.7	7
0.06	0.8	7
0.06	0.9	7
0.06	1	7


0.07	0.1	14
0.07	0.2	11
0.07	0.3	11
0.07	0.4	10
0.07	0.5	8
0.07	0.6	7
0.07	0.7	7
0.07	0.8	6
0.07	0.9	6
0.07	1	6


0.08	0.1	13
0.08	0.2	11
0.08	0.3	9
0.08	0.4	9
0.08	0.5	7
0.08	0.6	7
0.08	0.7	7
0.08	0.8	6
0.08	0.9	6
0.08	1	6


0.09	0.1	10
0.09	0.2	8
0.09	0.3	6
0.09	0.4	6
0.09	0.5	5
0.09	0.6	5
0.09	0.7	5
0.09	0.8	5
0.09	0.9	5
0.09	1	5


0.1	0.1	10
0.1	0.2	7
0.1	0.3	6
0.1	0.4	5
0.1	0.5	5
0.1	0.6	5
0.1	0.7	5
0.1	0.8	5
0.1	0.9	5
0.1	1	5


0.2	0.1	4
0.2	0.2	4
0.2	0.3	4
0.2	0.4	4
0.2	0.5	4
0.2	0.6	4
0.2	0.7	4
0.2	0.8	4
0.2	0.9	4
0.2	1	3
