0.005	0.1	40
0.005	0.2	26
0.005	0.3	26
0.005	0.4	25
0.005	0.5	25
0.005	0.6	24
0.005	0.7	24
0.005	0.8	23
0.005	0.9	23
0.005	1	23


0.01	0.1	18
0.01	0.2	16
0.01	0.3	15
0.01	0.4	14
0.01	0.5	13
0.01	0.6	12
0.01	0.7	12
0.01	0.8	12
0.01	0.9	12
0.01	1	12


0.02	0.1	18
0.02	0.2	14
0.02	0.3	13
0.02	0.4	12
0.02	0.5	12
0.02	0.6	11
0.02	0.7	11
0.02	0.8	11
0.02	0.9	11
0.02	1	11


0.03	0.1	14
0.03	0.2	10
0.03	0.3	10
0.03	0.4	10
0.03	0.5	10
0.03	0.6	10
0.03	0.7	10
0.03	0.8	10
0.03	0.9	10
0.03	1	10


0.04	0.1	12
0.04	0.2	10
0.04	0.3	10
0.04	0.4	10
0.04	0.5	10
0.04	0.6	10
0.04	0.7	10
0.04	0.8	10
0.04	0.9	10
0.04	1	10


0.05	0.1	10
0.05	0.2	7
0.05	0.3	6
0.05	0.4	6
0.05	0.5	6
0.05	0.6	6
0.05	0.7	6
0.05	0.8	6
0.05	0.9	6
0.05	1	6


0.06	0.1	4
0.06	0.2	5
0.06	0.3	4
0.06	0.4	3
0.06	0.5	3
0.06	0.6	3
0.06	0.7	3
0.06	0.8	3
0.06	0.9	3
0.06	1	3


0.07	0.1	5
0.07	0.2	4
0.07	0.3	3
0.07	0.4	3
0.07	0.5	3
0.07	0.6	3
0.07	0.7	3
0.07	0.8	3
0.07	0.9	3
0.07	1	3


0.08	0.1	5
0.08	0.2	3
0.08	0.3	3
0.08	0.4	3
0.08	0.5	3
0.08	0.6	3
0.08	0.7	3
0.08	0.8	3
0.08	0.9	2
0.08	1	2


0.09	0.1	5
0.09	0.2	3
0.09	0.3	3
0.09	0.4	3
0.09	0.5	3
0.09	0.6	3
0.09	0.7	3
0.09	0.8	3
0.09	0.9	2
0.09	1	2


0.1	0.1	4
0.1	0.2	3
0.1	0.3	3
0.1	0.4	3
0.1	0.5	3
0.1	0.6	3
0.1	0.7	3
0.1	0.8	3
0.1	0.9	2
0.1	1	2


0.2	0.1	3
0.2	0.2	3
0.2	0.3	3
0.2	0.4	3
0.2	0.5	3
0.2	0.6	3
0.2	0.7	2
0.2	0.8	2
0.2	0.9	2
0.2	1	2
